,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
283,,blue-collar,married,primary,no,76.0,yes,no,,5.0,may,,2.0,-1.0,0.0,,no
284,30.0,blue-collar,single,secondary,no,0.0,yes,no,,5.0,may,,2.0,,0.0,,no
285,33.0,admin.,,secondary,no,352.0,yes,no,,5.0,may,225.0,2.0,-1.0,0.0,,no
286,,admin.,,secondary,no,,yes,no,,5.0,may,,2.0,-1.0,0.0,,no
287,,technician,single,tertiary,no,,yes,no,,5.0,may,,3.0,,0.0,,no
288,32.0,blue-collar,married,secondary,no,,yes,no,,5.0,may,286.0,2.0,-1.0,0.0,,no
289,,self-employed,married,secondary,no,,yes,no,,5.0,may,164.0,2.0,,0.0,,no
290,,management,married,tertiary,no,58.0,yes,no,,5.0,may,,2.0,-1.0,0.0,,no
291,54.0,technician,single,,no,,yes,no,,5.0,may,742.0,2.0,-1.0,0.0,,no
292,,student,,secondary,no,423.0,yes,no,,5.0,may,226.0,3.0,-1.0,0.0,,no
293,54.0,management,married,tertiary,no,0.0,no,no,,5.0,may,120.0,2.0,-1.0,0.0,,no
294,,technician,,secondary,no,19.0,yes,no,,5.0,may,362.0,4.0,-1.0,0.0,,no
295,56.0,technician,divorced,primary,no,13.0,yes,no,,5.0,may,,2.0,-1.0,0.0,,no
296,31.0,blue-collar,,secondary,no,3.0,yes,no,,5.0,may,200.0,2.0,-1.0,0.0,,no
297,24.0,student,,secondary,no,,yes,no,,5.0,may,204.0,2.0,,0.0,,no
298,,blue-collar,,primary,no,28.0,yes,no,,5.0,may,126.0,3.0,-1.0,0.0,,no
299,57.0,technician,married,secondary,no,792.0,yes,no,,5.0,may,65.0,2.0,-1.0,0.0,,no
300,42.0,blue-collar,married,,no,408.0,yes,no,,5.0,may,107.0,2.0,-1.0,0.0,,no
301,,admin.,,secondary,no,531.0,yes,no,,5.0,may,267.0,2.0,-1.0,0.0,,no
302,,retired,married,secondary,no,211.0,yes,no,,5.0,may,248.0,2.0,-1.0,,,no
303,36.0,services,,secondary,no,62.0,yes,no,,5.0,may,215.0,2.0,-1.0,0.0,,no
304,53.0,services,married,,no,,yes,no,,5.0,may,,2.0,,0.0,,no
305,,technician,,secondary,no,,yes,no,,5.0,may,,2.0,-1.0,0.0,,no
306,,management,,tertiary,no,313.0,yes,no,,5.0,may,,2.0,-1.0,0.0,,no
307,55.0,blue-collar,,secondary,no,89.0,yes,no,,5.0,may,106.0,3.0,-1.0,0.0,,no
308,,blue-collar,,secondary,no,129.0,yes,yes,,5.0,may,189.0,2.0,-1.0,0.0,,no
309,,management,,,no,0.0,yes,no,,5.0,may,105.0,2.0,-1.0,0.0,,no
310,56.0,admin.,married,secondary,no,353.0,yes,no,,5.0,may,,2.0,,0.0,,no
311,54.0,technician,,,no,851.0,yes,no,,5.0,may,108.0,2.0,,0.0,,no
312,55.0,services,divorced,primary,no,,yes,yes,,5.0,may,,2.0,,0.0,,no
313,37.0,services,,secondary,no,,yes,yes,,5.0,may,214.0,2.0,-1.0,0.0,,no
314,33.0,admin.,single,tertiary,no,193.0,no,no,,5.0,may,,2.0,-1.0,0.0,,no
315,46.0,admin.,,secondary,no,-358.0,yes,no,,5.0,may,,2.0,-1.0,0.0,,no
316,,blue-collar,,secondary,no,539.0,yes,yes,,5.0,may,453.0,2.0,-1.0,0.0,,no
317,,technician,,secondary,no,0.0,yes,no,,5.0,may,364.0,2.0,-1.0,0.0,,no
318,40.0,retired,single,primary,no,0.0,no,no,,5.0,may,,2.0,,0.0,,no
319,42.0,blue-collar,married,secondary,no,,yes,no,,5.0,may,386.0,2.0,-1.0,0.0,,no
320,51.0,blue-collar,married,secondary,no,0.0,yes,no,,5.0,may,,2.0,-1.0,0.0,,no
321,49.0,blue-collar,married,,no,403.0,yes,no,,5.0,may,241.0,2.0,-1.0,0.0,,no
322,,management,married,secondary,no,,yes,no,,5.0,may,224.0,3.0,-1.0,0.0,,no
323,,technician,,tertiary,no,2558.0,no,no,,5.0,may,148.0,2.0,-1.0,0.0,,no
324,,admin.,,secondary,no,98.0,yes,no,,5.0,may,196.0,2.0,-1.0,0.0,,no
325,55.0,management,single,tertiary,no,115.0,no,no,,5.0,may,,4.0,-1.0,,,no
326,40.0,blue-collar,single,secondary,no,436.0,yes,no,,5.0,may,,3.0,-1.0,0.0,,no
327,47.0,technician,,tertiary,no,831.0,yes,no,,5.0,may,,3.0,-1.0,0.0,,no
328,57.0,technician,married,,no,206.0,yes,no,,5.0,may,216.0,3.0,-1.0,0.0,,no
329,41.0,blue-collar,,secondary,no,290.0,yes,no,,5.0,may,240.0,2.0,-1.0,,,no
330,48.0,blue-collar,married,secondary,no,,no,no,,5.0,may,,3.0,-1.0,0.0,,no
331,42.0,blue-collar,married,,no,,yes,no,,5.0,may,,2.0,-1.0,0.0,,no
332,,blue-collar,single,secondary,no,,yes,no,,5.0,may,143.0,2.0,,0.0,,no
333,58.0,management,single,tertiary,no,1387.0,yes,no,,5.0,may,174.0,5.0,-1.0,0.0,,no
334,45.0,management,,tertiary,no,24598.0,yes,no,,5.0,may,313.0,3.0,-1.0,0.0,,no
335,49.0,blue-collar,married,secondary,no,,yes,no,,5.0,may,135.0,4.0,-1.0,0.0,,no
336,42.0,admin.,,secondary,no,1022.0,yes,no,,5.0,may,146.0,2.0,-1.0,,,no
337,53.0,technician,married,secondary,no,,yes,yes,,5.0,may,,2.0,-1.0,0.0,,no
338,51.0,admin.,single,secondary,yes,,no,no,,5.0,may,402.0,3.0,-1.0,0.0,,no
339,32.0,services,single,secondary,no,121.0,yes,no,,5.0,may,213.0,2.0,-1.0,0.0,,no
340,41.0,blue-collar,,secondary,no,842.0,yes,no,,5.0,may,144.0,3.0,-1.0,0.0,,no
341,43.0,management,divorced,secondary,no,693.0,yes,no,,5.0,may,124.0,3.0,-1.0,0.0,,no
342,,blue-collar,,secondary,no,-333.0,yes,no,,5.0,may,183.0,2.0,-1.0,,,no
343,50.0,blue-collar,,primary,no,1533.0,yes,no,,5.0,may,325.0,2.0,-1.0,0.0,,no
344,,management,married,tertiary,no,,yes,no,,5.0,may,39.0,4.0,-1.0,0.0,,no
345,53.0,services,married,,no,18.0,no,no,,5.0,may,503.0,2.0,-1.0,0.0,,no
346,,technician,,secondary,no,,yes,no,,5.0,may,95.0,4.0,-1.0,0.0,,no
347,,blue-collar,married,primary,no,-100.0,yes,no,,5.0,may,680.0,2.0,-1.0,,,no
348,44.0,services,married,tertiary,no,510.0,yes,no,,5.0,may,,4.0,,0.0,,no
349,,management,married,tertiary,no,685.0,yes,no,,5.0,may,174.0,3.0,,0.0,,no
350,46.0,management,single,tertiary,no,187.0,yes,no,,5.0,may,,2.0,,0.0,,no
351,,blue-collar,married,secondary,no,,yes,no,,5.0,may,808.0,2.0,-1.0,0.0,,no
352,34.0,admin.,,secondary,no,560.0,yes,no,,5.0,may,198.0,3.0,-1.0,0.0,,no
353,36.0,blue-collar,married,secondary,no,0.0,yes,no,,5.0,may,,2.0,-1.0,,,no
354,59.0,,,,no,27.0,no,no,,5.0,may,,3.0,,0.0,,no
355,31.0,admin.,single,secondary,no,12.0,yes,no,,5.0,may,208.0,2.0,-1.0,0.0,,no
356,,blue-collar,single,secondary,no,34.0,yes,no,,5.0,may,404.0,4.0,-1.0,0.0,,no
357,33.0,entrepreneur,single,tertiary,no,,yes,no,,5.0,may,,2.0,,0.0,,no
358,40.0,blue-collar,,secondary,no,211.0,yes,no,,5.0,may,216.0,4.0,-1.0,0.0,,no
359,46.0,admin.,,tertiary,no,,yes,no,,5.0,may,98.0,2.0,-1.0,0.0,,no
360,48.0,management,,tertiary,no,263.0,yes,no,,5.0,may,350.0,2.0,-1.0,0.0,,no
361,,services,married,secondary,no,1263.0,yes,no,,6.0,may,,2.0,,0.0,,no
362,,services,married,secondary,no,8.0,yes,no,,6.0,may,88.0,3.0,-1.0,0.0,,no
363,48.0,admin.,,secondary,no,126.0,yes,yes,,6.0,may,,2.0,-1.0,0.0,,no
364,59.0,admin.,married,secondary,no,230.0,yes,no,,6.0,may,190.0,3.0,-1.0,,,no
365,,technician,,tertiary,no,841.0,yes,no,,6.0,may,,1.0,,0.0,,no
366,38.0,admin.,,secondary,no,308.0,yes,no,,6.0,may,,1.0,-1.0,0.0,,no
367,43.0,management,divorced,tertiary,no,1.0,yes,no,,6.0,may,,1.0,-1.0,0.0,,no
368,38.0,admin.,divorced,tertiary,no,86.0,yes,no,,6.0,may,218.0,1.0,-1.0,0.0,,no
369,,student,single,secondary,no,157.0,yes,no,,6.0,may,54.0,1.0,,0.0,,no
370,,services,,secondary,no,22.0,yes,no,,6.0,may,344.0,1.0,-1.0,0.0,,no
371,38.0,admin.,,secondary,no,46.0,yes,yes,,6.0,may,,1.0,-1.0,0.0,,no
372,37.0,blue-collar,married,secondary,no,,no,no,,6.0,may,,1.0,-1.0,0.0,,no
373,25.0,admin.,single,secondary,no,122.0,yes,no,,6.0,may,,1.0,-1.0,,,no
374,48.0,blue-collar,married,,no,,yes,no,,6.0,may,189.0,1.0,-1.0,0.0,,no
375,49.0,blue-collar,single,secondary,no,143.0,yes,no,,6.0,may,,1.0,,0.0,,no
376,38.0,admin.,,secondary,no,393.0,no,no,,6.0,may,184.0,2.0,,0.0,,no
377,43.0,blue-collar,married,primary,no,,yes,no,,6.0,may,235.0,1.0,,0.0,,no
378,,management,married,tertiary,no,,yes,no,,6.0,may,,1.0,-1.0,0.0,,no
379,55.0,blue-collar,,secondary,no,,yes,no,,6.0,may,232.0,1.0,-1.0,0.0,,no
380,,blue-collar,,secondary,no,757.0,yes,no,,6.0,may,133.0,1.0,-1.0,0.0,,no
381,49.0,services,married,secondary,no,,yes,yes,,6.0,may,,1.0,-1.0,,,no
382,40.0,management,married,secondary,no,,no,no,,6.0,may,,3.0,-1.0,0.0,,no
383,43.0,admin.,married,,no,,no,no,,6.0,may,437.0,1.0,-1.0,0.0,,no
384,38.0,blue-collar,,secondary,no,,yes,no,,6.0,may,,1.0,-1.0,0.0,,no
385,,services,married,secondary,no,1667.0,yes,yes,,6.0,may,,1.0,-1.0,0.0,,no
386,57.0,technician,married,,no,345.0,yes,no,,6.0,may,125.0,1.0,-1.0,0.0,,no
387,32.0,unemployed,,secondary,no,10.0,yes,no,,6.0,may,501.0,4.0,-1.0,0.0,,no
388,,management,,tertiary,no,830.0,yes,yes,,6.0,may,,1.0,-1.0,0.0,,yes
389,58.0,blue-collar,divorced,,no,29.0,yes,no,,6.0,may,,1.0,-1.0,0.0,,no
390,60.0,retired,divorced,secondary,no,545.0,yes,no,,6.0,may,1030.0,1.0,-1.0,0.0,,yes
391,37.0,technician,,tertiary,no,8730.0,yes,no,,6.0,may,149.0,1.0,-1.0,0.0,,no
392,,technician,divorced,tertiary,no,477.0,yes,no,,6.0,may,,1.0,-1.0,0.0,,no
393,,admin.,married,secondary,no,,yes,no,,6.0,may,243.0,1.0,-1.0,0.0,,no
394,,blue-collar,married,secondary,no,1205.0,yes,no,,6.0,may,769.0,2.0,-1.0,0.0,,no
395,32.0,technician,,secondary,no,,yes,yes,,6.0,may,,3.0,-1.0,0.0,,no
396,40.0,admin.,single,secondary,no,263.0,yes,no,,6.0,may,,1.0,-1.0,0.0,,no
397,,admin.,married,secondary,no,1.0,no,no,,6.0,may,76.0,1.0,-1.0,0.0,,no
398,34.0,blue-collar,married,secondary,no,,no,yes,,6.0,may,,1.0,-1.0,,,no
399,47.0,blue-collar,married,primary,no,206.0,yes,no,,6.0,may,152.0,1.0,,,,no
400,42.0,housemaid,,primary,no,17.0,yes,no,,6.0,may,124.0,1.0,-1.0,0.0,,no
401,,technician,married,secondary,no,141.0,yes,yes,,6.0,may,,1.0,,,,no
402,29.0,self-employed,,tertiary,no,16.0,yes,no,,6.0,may,,1.0,-1.0,,,no
403,,services,married,secondary,no,206.0,yes,no,,6.0,may,,1.0,-1.0,0.0,,no
404,52.0,technician,married,,no,,no,no,,6.0,may,203.0,2.0,-1.0,0.0,,no
405,50.0,management,,tertiary,no,,no,no,,6.0,may,326.0,1.0,-1.0,0.0,,no
406,58.0,retired,married,tertiary,no,,no,no,,6.0,may,,1.0,,0.0,,no
407,,blue-collar,,primary,no,1927.0,yes,no,,6.0,may,,3.0,,0.0,,no
408,,technician,,secondary,no,284.0,yes,no,,6.0,may,,1.0,,0.0,,no
409,46.0,blue-collar,married,secondary,no,1660.0,yes,no,,6.0,may,,1.0,,0.0,,no
410,,services,single,secondary,no,406.0,yes,no,,6.0,may,,1.0,-1.0,,,no
411,51.0,blue-collar,married,primary,no,230.0,yes,no,,6.0,may,,1.0,,0.0,,no
412,39.0,admin.,single,secondary,no,-25.0,yes,no,,6.0,may,576.0,1.0,-1.0,0.0,,no
413,,admin.,married,secondary,no,,yes,no,,6.0,may,,2.0,-1.0,0.0,,no
414,,entrepreneur,,tertiary,no,,yes,no,,6.0,may,168.0,2.0,-1.0,0.0,,no
415,,admin.,divorced,secondary,no,67.0,yes,no,,6.0,may,90.0,1.0,-1.0,0.0,,no
416,,technician,,secondary,no,77.0,no,no,,6.0,may,,1.0,,0.0,,no
417,,unemployed,,secondary,no,0.0,yes,no,,6.0,may,,1.0,-1.0,0.0,,no
418,52.0,blue-collar,divorced,primary,no,,yes,yes,,6.0,may,,1.0,-1.0,,,no
419,33.0,technician,,secondary,yes,,yes,no,,6.0,may,,1.0,,0.0,,no
420,49.0,management,,tertiary,no,,yes,no,,6.0,may,496.0,3.0,-1.0,0.0,,no
421,,management,,tertiary,no,,yes,no,,6.0,may,118.0,1.0,-1.0,0.0,,no
422,39.0,admin.,single,secondary,no,113.0,yes,no,,6.0,may,342.0,1.0,-1.0,,,no
423,40.0,blue-collar,married,secondary,no,0.0,yes,no,,6.0,may,225.0,1.0,-1.0,,,no
424,38.0,technician,single,tertiary,no,9.0,yes,no,,6.0,may,185.0,3.0,,0.0,,no
425,43.0,management,,secondary,no,,yes,no,,6.0,may,196.0,2.0,-1.0,0.0,,no
426,,services,,secondary,no,1142.0,yes,no,,6.0,may,276.0,1.0,-1.0,0.0,,no
427,,blue-collar,,primary,no,2102.0,yes,no,,6.0,may,76.0,1.0,-1.0,,,no
428,,technician,single,tertiary,no,4325.0,yes,no,,6.0,may,,1.0,-1.0,0.0,,no
429,40.0,blue-collar,married,secondary,no,,yes,no,,6.0,may,195.0,1.0,-1.0,0.0,,no
430,55.0,admin.,,secondary,no,,yes,no,,6.0,may,744.0,1.0,-1.0,0.0,,no
431,42.0,management,married,tertiary,no,1680.0,yes,no,,6.0,may,765.0,1.0,,0.0,,no
432,39.0,blue-collar,married,secondary,no,,yes,no,,6.0,may,,1.0,,0.0,,no
433,,blue-collar,married,primary,no,,yes,no,,6.0,may,,1.0,,0.0,,no
434,32.0,blue-collar,married,secondary,no,320.0,yes,no,,6.0,may,,2.0,,0.0,,no
435,55.0,admin.,married,secondary,no,183.0,yes,no,,6.0,may,150.0,1.0,,0.0,,no
436,45.0,blue-collar,,secondary,no,39.0,no,no,,6.0,may,241.0,1.0,,0.0,,no
437,35.0,management,,tertiary,no,,yes,no,,6.0,may,181.0,1.0,-1.0,0.0,,no
438,58.0,technician,,secondary,no,469.0,no,no,,6.0,may,,1.0,,0.0,,no
439,35.0,admin.,married,secondary,no,,yes,no,,6.0,may,149.0,1.0,,0.0,,no
440,49.0,services,,primary,no,61.0,yes,no,,6.0,may,,1.0,-1.0,0.0,,no
441,34.0,technician,single,tertiary,no,242.0,yes,no,,6.0,may,112.0,1.0,-1.0,0.0,,no
442,,blue-collar,,secondary,no,139.0,yes,no,,6.0,may,309.0,2.0,-1.0,0.0,,no
443,24.0,self-employed,,secondary,no,,yes,no,,6.0,may,,1.0,,0.0,,no
444,34.0,technician,married,secondary,no,367.0,yes,no,,6.0,may,140.0,1.0,-1.0,0.0,,no
445,51.0,admin.,,secondary,no,228.0,yes,no,,6.0,may,136.0,1.0,-1.0,0.0,,no
446,39.0,technician,single,,no,45248.0,yes,no,,6.0,may,1623.0,1.0,,0.0,,yes
447,50.0,self-employed,married,,no,-84.0,yes,no,,6.0,may,101.0,1.0,-1.0,0.0,,no
448,,services,single,secondary,no,310.0,yes,no,,6.0,may,144.0,1.0,,0.0,,no
449,42.0,blue-collar,married,,no,132.0,yes,no,,6.0,may,,1.0,,0.0,,no
450,50.0,technician,married,secondary,no,797.0,yes,no,,6.0,may,354.0,1.0,-1.0,0.0,,no
451,40.0,services,,secondary,no,71.0,no,no,,6.0,may,79.0,1.0,-1.0,0.0,,no
452,46.0,management,divorced,,no,,yes,no,,6.0,may,,1.0,-1.0,0.0,,no
453,,management,married,tertiary,no,231.0,yes,yes,,6.0,may,451.0,2.0,-1.0,0.0,,no
454,,blue-collar,,secondary,no,270.0,yes,yes,,6.0,may,,1.0,-1.0,,,no
455,44.0,blue-collar,married,secondary,no,274.0,yes,yes,,6.0,may,409.0,1.0,-1.0,0.0,,no
456,,admin.,,secondary,no,,yes,yes,,6.0,may,,1.0,-1.0,0.0,,no
457,37.0,technician,,secondary,no,1.0,yes,no,,6.0,may,608.0,1.0,-1.0,0.0,,yes
458,33.0,blue-collar,,secondary,yes,,no,no,,6.0,may,243.0,1.0,,0.0,,no
459,35.0,blue-collar,,secondary,no,89.0,yes,no,,6.0,may,145.0,2.0,,0.0,,no
460,58.0,blue-collar,divorced,secondary,no,-11.0,no,no,,6.0,may,,1.0,,0.0,,no
461,39.0,blue-collar,,primary,no,0.0,yes,no,,6.0,may,262.0,2.0,-1.0,,,no
462,43.0,blue-collar,married,secondary,no,-509.0,yes,no,,6.0,may,124.0,1.0,-1.0,0.0,,no
463,,unemployed,,primary,no,408.0,yes,no,,6.0,may,,1.0,-1.0,0.0,,no
464,36.0,services,,primary,no,,yes,no,,6.0,may,,1.0,,0.0,,no
465,57.0,retired,single,secondary,no,1640.0,no,yes,,6.0,may,204.0,4.0,-1.0,0.0,,no
466,36.0,admin.,,secondary,no,20.0,yes,no,,6.0,may,,1.0,,0.0,,no
467,50.0,blue-collar,married,primary,no,71.0,yes,no,,6.0,may,,1.0,-1.0,0.0,,no
468,55.0,blue-collar,married,secondary,no,52.0,yes,no,,6.0,may,182.0,1.0,,0.0,,no
469,44.0,self-employed,married,tertiary,no,,yes,no,,6.0,may,162.0,1.0,-1.0,0.0,,no
470,,services,divorced,secondary,no,,yes,no,,6.0,may,27.0,1.0,,0.0,,no
471,39.0,housemaid,single,primary,no,109.0,yes,no,,6.0,may,699.0,3.0,-1.0,0.0,,no
472,46.0,blue-collar,,,no,,yes,no,,6.0,may,43.0,1.0,-1.0,0.0,,no
473,,blue-collar,married,secondary,no,,yes,no,,6.0,may,97.0,1.0,-1.0,0.0,,no
474,34.0,admin.,married,secondary,no,869.0,no,no,,6.0,may,,1.0,-1.0,0.0,,yes
475,40.0,blue-collar,married,primary,no,,yes,no,,6.0,may,,2.0,-1.0,0.0,,no
476,,management,,tertiary,no,964.0,yes,no,,6.0,may,323.0,1.0,-1.0,0.0,,no
477,31.0,management,,secondary,no,301.0,yes,no,,6.0,may,,1.0,,,,no
478,37.0,admin.,,secondary,no,140.0,yes,no,,6.0,may,310.0,1.0,-1.0,0.0,,no
479,,management,,secondary,no,1877.0,yes,no,,6.0,may,,1.0,-1.0,0.0,,no
480,51.0,blue-collar,,primary,no,1127.0,yes,no,,6.0,may,47.0,1.0,-1.0,0.0,,no
481,,technician,,secondary,no,871.0,yes,no,,6.0,may,145.0,1.0,-1.0,0.0,,no
482,41.0,technician,married,secondary,no,767.0,yes,yes,,6.0,may,,1.0,-1.0,0.0,,no
483,43.0,blue-collar,married,secondary,no,,no,no,,6.0,may,,1.0,-1.0,0.0,,no
484,,services,,secondary,no,209.0,yes,no,,6.0,may,,2.0,,0.0,,no
485,,management,,primary,no,0.0,no,no,,6.0,may,,1.0,,0.0,,no
486,43.0,blue-collar,,secondary,no,110.0,yes,yes,,6.0,may,448.0,1.0,-1.0,0.0,,no
487,59.0,management,,tertiary,no,-76.0,yes,yes,,6.0,may,,1.0,-1.0,0.0,,no
488,47.0,technician,married,,no,,yes,no,,6.0,may,,1.0,-1.0,0.0,,no
489,,blue-collar,,primary,no,-66.0,yes,no,,6.0,may,288.0,1.0,-1.0,,,no
490,,technician,,secondary,no,0.0,yes,no,,6.0,may,,2.0,-1.0,0.0,,no
491,,blue-collar,,secondary,no,1.0,yes,no,,6.0,may,,1.0,-1.0,0.0,,no
492,36.0,blue-collar,,secondary,no,0.0,yes,no,,6.0,may,337.0,1.0,,0.0,,no
493,55.0,unemployed,married,tertiary,no,5345.0,no,no,,6.0,may,278.0,1.0,,0.0,,no
494,,blue-collar,,secondary,no,,yes,no,,6.0,may,188.0,2.0,,0.0,,no
495,39.0,admin.,single,secondary,no,0.0,yes,no,,6.0,may,,2.0,-1.0,0.0,,no
496,39.0,blue-collar,,secondary,no,42.0,yes,no,,6.0,may,226.0,2.0,-1.0,0.0,,no
497,50.0,blue-collar,,secondary,no,,yes,no,,6.0,may,,1.0,-1.0,,,no
498,44.0,blue-collar,,secondary,no,-99.0,yes,no,,6.0,may,,2.0,,0.0,,no
499,37.0,technician,,secondary,no,17.0,yes,no,,6.0,may,164.0,1.0,-1.0,0.0,,no
500,,admin.,,primary,no,276.0,yes,yes,,6.0,may,,2.0,-1.0,,,no
501,32.0,technician,single,,no,-170.0,no,no,,6.0,may,,1.0,-1.0,0.0,,no
502,,management,,tertiary,no,230.0,yes,yes,,6.0,may,374.0,1.0,-1.0,0.0,,no
503,,blue-collar,married,secondary,no,9.0,yes,no,,6.0,may,,1.0,-1.0,0.0,,no
504,41.0,blue-collar,married,secondary,no,946.0,yes,no,,6.0,may,,1.0,-1.0,0.0,,no
505,45.0,blue-collar,married,primary,no,,yes,no,,6.0,may,233.0,2.0,-1.0,0.0,,no
506,,retired,divorced,secondary,no,,yes,no,,6.0,may,531.0,1.0,-1.0,0.0,,no
507,48.0,blue-collar,single,secondary,no,44.0,yes,no,,6.0,may,,1.0,-1.0,0.0,,no
508,60.0,retired,,secondary,yes,,no,no,,6.0,may,,1.0,-1.0,0.0,,no
509,26.0,admin.,single,secondary,no,712.0,yes,no,,6.0,may,,1.0,-1.0,,,no
510,,retired,,secondary,no,5435.0,yes,no,,6.0,may,,1.0,-1.0,0.0,,no
511,34.0,admin.,married,secondary,no,,yes,no,,6.0,may,,1.0,-1.0,0.0,,no
512,55.0,unemployed,,secondary,no,387.0,yes,no,,6.0,may,918.0,1.0,-1.0,0.0,,yes
513,,blue-collar,,primary,no,0.0,yes,yes,,6.0,may,,1.0,-1.0,0.0,,no
514,50.0,management,divorced,secondary,no,1716.0,yes,no,,6.0,may,,1.0,-1.0,,,no
515,49.0,entrepreneur,,secondary,no,,yes,yes,,6.0,may,198.0,3.0,-1.0,0.0,,no
516,,admin.,married,,no,,no,yes,,6.0,may,160.0,2.0,,0.0,,no
517,44.0,blue-collar,,primary,no,,yes,no,,6.0,may,,1.0,-1.0,0.0,,no
518,31.0,technician,married,secondary,no,17.0,yes,yes,,6.0,may,,1.0,-1.0,0.0,,no
519,34.0,blue-collar,,tertiary,no,1011.0,yes,no,,6.0,may,,1.0,-1.0,0.0,,no
520,46.0,management,,,no,1527.0,yes,no,,6.0,may,269.0,1.0,,0.0,,no
521,42.0,management,married,tertiary,no,744.0,no,no,,6.0,may,157.0,1.0,,,,no
522,52.0,admin.,,secondary,no,484.0,yes,no,,6.0,may,128.0,1.0,-1.0,,,no
523,29.0,management,,tertiary,no,,yes,no,,6.0,may,211.0,1.0,-1.0,0.0,,no
524,,retired,married,primary,no,136.0,yes,no,,6.0,may,267.0,2.0,-1.0,0.0,,no
525,43.0,blue-collar,,secondary,no,1335.0,yes,no,,6.0,may,,2.0,,0.0,,no
526,,management,married,secondary,no,517.0,yes,no,,6.0,may,,2.0,-1.0,,,no
527,,management,married,tertiary,no,459.0,yes,no,,6.0,may,221.0,1.0,-1.0,0.0,,no
528,,management,divorced,,no,,yes,no,,6.0,may,427.0,1.0,-1.0,0.0,,no
529,,admin.,divorced,secondary,no,,yes,yes,,6.0,may,,1.0,-1.0,0.0,,no
530,44.0,blue-collar,married,primary,no,213.0,no,no,,6.0,may,,1.0,-1.0,0.0,,no
531,31.0,housemaid,married,primary,no,203.0,yes,no,,6.0,may,604.0,3.0,,0.0,,no
532,42.0,services,,secondary,no,518.0,yes,no,,6.0,may,198.0,1.0,-1.0,,,no
533,,management,single,tertiary,no,3877.0,yes,no,,6.0,may,,1.0,,0.0,,no
534,52.0,admin.,,secondary,no,1236.0,yes,no,,6.0,may,247.0,1.0,-1.0,0.0,,no
535,,blue-collar,,secondary,no,,yes,no,,6.0,may,179.0,2.0,,0.0,,no
536,48.0,blue-collar,,secondary,no,,yes,no,,6.0,may,73.0,1.0,-1.0,0.0,,no
537,45.0,blue-collar,,primary,no,,yes,no,,6.0,may,,2.0,,0.0,,no
538,34.0,blue-collar,,,no,245.0,yes,no,,6.0,may,,1.0,-1.0,0.0,,no
539,34.0,blue-collar,married,primary,no,-144.0,yes,no,,6.0,may,,2.0,,0.0,,no
540,,blue-collar,,secondary,no,71.0,yes,no,,6.0,may,416.0,1.0,,0.0,,no
541,49.0,services,,secondary,no,505.0,yes,no,,6.0,may,162.0,1.0,-1.0,0.0,,no
542,50.0,technician,married,primary,no,249.0,yes,no,,6.0,may,129.0,1.0,-1.0,0.0,,no
543,,admin.,single,secondary,no,,yes,no,,6.0,may,150.0,1.0,-1.0,0.0,,no
544,40.0,unemployed,,secondary,no,11.0,yes,no,,6.0,may,43.0,1.0,-1.0,0.0,,no
545,36.0,admin.,married,secondary,no,639.0,yes,no,,6.0,may,191.0,1.0,-1.0,0.0,,no
546,59.0,blue-collar,divorced,,no,124.0,yes,no,,6.0,may,26.0,1.0,-1.0,0.0,,no
547,45.0,blue-collar,married,secondary,no,,yes,no,,6.0,may,250.0,1.0,-1.0,0.0,,no
548,36.0,self-employed,,tertiary,no,107.0,yes,no,,6.0,may,146.0,1.0,-1.0,,,no
549,56.0,services,,secondary,no,473.0,yes,no,,6.0,may,416.0,1.0,-1.0,,,no
550,42.0,services,,secondary,no,372.0,yes,yes,,6.0,may,121.0,2.0,-1.0,0.0,,no
551,30.0,admin.,married,secondary,no,46.0,yes,no,,6.0,may,114.0,2.0,-1.0,0.0,,no
552,,student,single,tertiary,no,34.0,yes,no,,6.0,may,289.0,1.0,-1.0,0.0,,no
553,,self-employed,,,no,,yes,no,,6.0,may,,1.0,-1.0,0.0,,no
554,33.0,blue-collar,married,secondary,no,-10.0,yes,no,,6.0,may,123.0,1.0,-1.0,0.0,,no
555,,admin.,,secondary,no,,yes,no,,6.0,may,130.0,2.0,-1.0,,,no
556,,services,divorced,primary,no,471.0,yes,no,,6.0,may,,2.0,-1.0,0.0,,no
557,56.0,admin.,,secondary,no,778.0,yes,no,,6.0,may,,2.0,-1.0,0.0,,no
558,,blue-collar,divorced,,no,170.0,yes,no,,6.0,may,,2.0,-1.0,0.0,,no
559,42.0,technician,,secondary,no,,yes,no,,6.0,may,259.0,2.0,,0.0,,no
560,52.0,blue-collar,married,secondary,no,3165.0,no,no,,6.0,may,,1.0,-1.0,,,no
561,36.0,admin.,,secondary,no,,yes,no,,6.0,may,153.0,1.0,-1.0,0.0,,no
562,35.0,entrepreneur,,secondary,yes,204.0,yes,no,,6.0,may,,2.0,,0.0,,no
563,47.0,technician,,secondary,no,,yes,no,,6.0,may,,2.0,-1.0,0.0,,no
564,,services,divorced,secondary,no,0.0,yes,yes,,6.0,may,97.0,1.0,-1.0,0.0,,no
565,,blue-collar,,primary,no,5431.0,yes,yes,,6.0,may,,1.0,-1.0,0.0,,no
